-5.98438,106.56558,3322.32,287,1
-5.98438,106.56558,3322.32,287,0
-5.98438,106.56558,3322.32,287,0
-5.98389,106.56585,3322.32,287,0
-5.98438,106.56558,3322.32,287,0
-5.98331,106.56615,3322.32,287,0
-5.98331,106.56615,3322.32,287,0
-5.98196,106.56672,3322.32,287,0
-5.981485641,106.5668765,3322.32,287,1
-5.98096,106.56705,3322.32,287,0
-5.98096,106.56705,3322.32,287,1
-5.98096,106.56705,3322.32,287,1
-5.98096,106.56705,3322.32,287,0
-5.980884697,106.5670702,3322.32,287,1
-5.97954,106.56743,3322.32,287,0
-5.97954,106.56743,3322.32,287,1
-5.97954,106.56743,3322.32,287,0
-5.979457054,106.5674415,3322.32,287,1
-5.977480645,106.5677165,3299.46,287,1
-5.97688,106.5678,3284.22,287,0
-5.97605,106.56781,3268.98,287,0
-5.976048309,106.5678101,3276.6,287,1
-5.975971356,106.567815,3268.98,287,1
-5.975908778,106.567819,3276.6,287,1
-5.97542,106.56785,3246.12,287,0
-5.97542,106.56785,3246.12,287,0
-5.975246329,106.5678177,3185.16,282,1
-5.974810927,106.5677369,3200.4,282,1
-5.973793359,106.5675479,3101.34,276,1
-5.973724869,106.5675351,3093.72,276,1
-5.973455801,106.5674852,3162.3,276,1
-5.973154933,106.5674293,3101.34,276,1
-5.973103566,106.5674197,3101.34,287,1
-5.973037522,106.5674075,3093.72,276,1
-5.9725214,106.5673116,3093.72,276,1
-5.970310147,106.5669009,2865.12,244,1
-5.970173166,106.5668754,2788.92,244,1
-5.97009,106.56686,2903.22,256,0
-5.96906,106.56654,2781.3,244,0
-5.968827037,106.5664581,2788.92,244,1
-5.96869,106.56641,2727.96,224,0
-5.968638037,106.566395,2781.3,244,1
-5.968631542,106.5663932,2781.3,244,1
-5.968376925,106.5663199,2727.96,224,1
-5.96788328,106.5661779,2628.9,192,1
-5.967585794,106.5660922,2453.64,164,1
-5.9673,106.56601,2476.5,192,0
-5.966967647,106.5658961,2331.72,164,1
-5.966682353,106.5657982,2324.1,164,1
-5.9666,106.56577,2331.72,164,0
-5.96655829,106.5657744,2293.62,164,1
-5.966353034,106.5657961,2324.1,164,1
-5.966291567,106.5658026,2293.62,149,1
-5.966067652,106.5658263,2331.72,149,1
-5.965609942,106.5658747,1965.96,126,1
-5.965517741,106.5658845,1927.86,126,1
-5.965181868,106.56592,1950.72,126,1
-5.965045763,106.5659344,1722.12,115,1
-5.965044665,106.5659345,1722.12,115,1
-5.96482953,106.5659573,1722.12,115,1
-5.964729647,106.5659678,1851.66,126,1
-5.96452,106.56599,1645.92,115,0
-5.964497487,106.5660583,1485.9,116,1
-5.964074738,106.5673415,1219.2,115,1
-5.963820088,106.5681144,998.22,173,1
-5.963819088,106.5681175,998.22,133,1
-5.963787569,106.5682131,1074.42,173,1
-5.96367,106.56857,868.68,173,0
-5.963694652,106.5690947,708.66,173,1
-5.963808584,106.5715199,426.72,307,1
-5.963819244,106.5717468,365.76,307,1
-5.963822243,106.5718106,403.86,307,1
-5.963823242,106.5718319,563.88,252,1
-5.963836568,106.5721155,358.14,307,1
-5.963846728,106.5723318,563.88,252,1
-5.963867383,106.5727714,358.14,307,1
-5.963876544,106.5729664,228.6,358,1
-5.963878876,106.5730161,228.6,307,1
-5.96395,106.57453,76.2,358,0
